"","Ensembl_ID","gene_id"
"699","ENSG00000117245","KIF17"
"700","ENSG00000235432","AL663074.2"
"701","ENSG00000189410","SH2D5"
"702","ENSG00000233069","AL663074.1"
"703","ENSG00000127483","HP1BP3"
"704","ENSG00000203394","RP5-930J4.4"
"705","ENSG00000075151","EIF4G3"
"706","ENSG00000251914","RNU7-200P"
"707","ENSG00000221808","MIR1256"
"708","ENSG00000233072","RPS15AP6"
"709","ENSG00000236073","AL627311.1"
"710","ENSG00000235112","HSPE1P27"
"711","ENSG00000266867","AL031005.1"
"712","ENSG00000287192","AL031005.2"
"713","ENSG00000117298","ECE1"
"714","ENSG00000236936","AL031005.1"
"715","ENSG00000231105","ECE1-AS1"
"716","ENSG00000236216","PPP1R11P1"
"717","ENSG00000228823","AL592309.1"
"718","ENSG00000236009","AL592309.2"
"719","ENSG00000227001","NBPF2P"
"720","ENSG00000187952","HS6ST1P1"
"721","ENSG00000186543","CROCCP5"
"722","ENSG00000142794","NBPF3"
"723","ENSG00000176378","PFN1P10"
"724","ENSG00000162551","ALPL"
"725","ENSG00000233431","LINC02596"
"726","ENSG00000221781","AL359815.1"
"727","ENSG00000076864","RAP1GAP"
"728","ENSG00000090686","USP48"
"729","ENSG00000231978","AL590103.1"
"730","ENSG00000187942","LDLRAD2"
"731","ENSG00000142798","HSPG2"
"732","ENSG00000232037","AL590556.1"
"733","ENSG00000283234","AL590556.2"
"734","ENSG00000219073","CELA3B"
"735","ENSG00000264385","RN7SL421P"
"736","ENSG00000285959","AL590556.3"
"737","ENSG00000263991","RN7SL386P"
"738","ENSG00000201919","RNU6-1022P"
"739","ENSG00000142789","CELA3A"
"740","ENSG00000263582","RN7SL768P"
"741","ENSG00000263929","RN7SL186P"
"742","ENSG00000201273","RNU6-776P"
"743","ENSG00000228397","LINC01635"
"744","ENSG00000218510","LINC00339"
"745","ENSG00000070831","CDC42"
"746","ENSG00000285752","CDC42-AS1"
"747","ENSG00000285794","AL031281.2"
"748","ENSG00000230068","CDC42-IT1"
"749","ENSG00000271428","AL031281.1"
"750","ENSG00000271840","RP1-224A6.9"
"751","ENSG00000162552","WNT4"
"752","ENSG00000285873","AL445253.1"
"753","ENSG00000266564","MIR4418"
"754","ENSG00000234397","PPIAP34"
"755","ENSG00000279625","AL591122.1"
"756","ENSG00000184677","ZBTB40"
"757","ENSG00000237200","ZBTB40-IT1"
"758","ENSG00000070886","EPHA8"
"759","ENSG00000173372","C1QA"
"760","ENSG00000159189","C1QC"
"761","ENSG00000173369","C1QB"
"762","ENSG00000133216","EPHB2"
"763","ENSG00000265422","MIR4684"
"764","ENSG00000216157","AL611946.1"
"765","ENSG00000225952","AL512444.1"
"766","ENSG00000264014","MIR4253"
"767","ENSG00000215906","LACTBL1"
"768","ENSG00000227868","TEX46"
"769","ENSG00000004487","KDM1A"
"770","ENSG00000240553","AL031428.1"
"771","ENSG00000263793","MIR3115"
"772","ENSG00000266802","MIR4419A"
"773","ENSG00000169641","LUZP1"
"774","ENSG00000229010","AL161672.1"
"775","ENSG00000206935","RNU6-514P"
"776","ENSG00000252578","RNU6-135P"
"777","ENSG00000179546","HTR1D"
"778","ENSG00000215381","AL109936.2"
"779","ENSG00000261326","LINC01355"
"780","ENSG00000284726","AL109936.8"
"781","ENSG00000125944","HNRNPR"
"782","ENSG00000125945","ZNF436"
"783","ENSG00000249087","ZNF436-AS1"
"784","ENSG00000201405","Y_RNA"
"785","ENSG00000271420","AL109936.3"
"786","ENSG00000204219","TCEA3"
"787","ENSG00000232482","AL357134.1"
"788","ENSG00000088280","ASAP3"
"789","ENSG00000007968","E2F2"
"790","ENSG00000235052","AL021154.1"
"791","ENSG00000117318","ID3"
"792","ENSG00000285802","AL450043.1"
"793","ENSG00000197880","MDS2"
"794","ENSG00000229239","AL451000.1"
"795","ENSG00000142676","RPL11"
"796","ENSG00000203589","RP5-886K2.1"
"797","ENSG00000236810","ELOA-AS1"
"798","ENSG00000244609","RN7SL532P"
"799","ENSG00000011007","ELOA"
"800","ENSG00000057757","PITHD1"
"801","ENSG00000011009","LYPLA2"
"802","ENSG00000117308","GALE"
"803","ENSG00000117305","HMGCL"
"804","ENSG00000179163","FUCA1"
"805","ENSG00000188822","CNR2"
"806","ENSG00000264347","RN7SL24P"
"807","ENSG00000238538","snoU13"
"808","ENSG00000229106","BTBD6P1"
"809","ENSG00000232557","AL590609.2"
"810","ENSG00000264926","MIR378F"
"811","ENSG00000230228","H3P1"
"812","ENSG00000189266","PNRC2"
"813","ENSG00000188529","SRSF10"
"814","ENSG00000215905","AL590609.1"
"815","ENSG00000225315","AL591178.1"
"816","ENSG00000142661","MYOM3"
"817","ENSG00000230703","MYOM3-AS1"
"818","ENSG00000142677","IL22RA1"
"819","ENSG00000185436","IFNLR1"
"820","ENSG00000230023","LINC02800"
"821","ENSG00000221032","AL590683.1"
"822","ENSG00000266511","AL590683.2"
"823","ENSG00000232298","GRHL3-AS1"
"824","ENSG00000158055","GRHL3"
"825","ENSG00000001460","STPG1"
"826","ENSG00000001461","NIPAL3"
"827","ENSG00000286061","RCAN3AS"
"828","ENSG00000117602","RCAN3"
"829","ENSG00000266551","RN7SL857P"
"830","ENSG00000264443","NCMAP-DT"
"831","ENSG00000184454","NCMAP"
"832","ENSG00000227312","AL445686.1"
"833","ENSG00000239106","Y_RNA"
"834","ENSG00000133226","SRRM1"
"835","ENSG00000238986","snoU13"
"836","ENSG00000284699","AL445648.1"
"837","ENSG00000169504","CLIC4"
"838","ENSG00000238482","RNU6-1208P"
"839","ENSG00000020633","RUNX3"
"840","ENSG00000229162","AL445471.1"
"841","ENSG00000261025","AL445471.2"
"842","ENSG00000264371","MIR4425"
"843","ENSG00000285823","LINC02793"
"844","ENSG00000233755","AL050344.1"
"845","ENSG00000233419","AL121994.1"
"846","ENSG00000231953","AL031432.1"
"847","ENSG00000117614","SYF2"
"848","ENSG00000284602","AL031432.4"
"849","ENSG00000284657","AL031432.5"
"850","ENSG00000117616","RSRP1"
"851","ENSG00000272432","AL031432.3"
"852","ENSG00000261349","AL031432.2"
"853","ENSG00000187010","RHD"
"854","ENSG00000224183","SDHDP6"
"855","ENSG00000259984","AL928711.1"
"856","ENSG00000183726","TMEM50A"
"857","ENSG00000252515","RNU6-1171P"
"858","ENSG00000238889","snoU13"
"859","ENSG00000188672","RHCE"
"860","ENSG00000238084","AL031284.1"
"861","ENSG00000266468","AL031284.1"
"862","ENSG00000204178","MACO1"
"863","ENSG00000157978","LDLRAP1"
"864","ENSG00000225643","AL606491.1"
"865","ENSG00000117643","MAN1C1"
"866","ENSG00000233478","AL031280.1"
"867","ENSG00000162430","SELENON"
"868","ENSG00000255054","AL020996.2"
"869","ENSG00000228172","AL020996.1"
"870","ENSG00000117640","MTFR1L"
"871","ENSG00000272478","AL020996.3"
"872","ENSG00000127423","AUNIP"
"873","ENSG00000236528","AL033528.3"
"874","ENSG00000182749","PAQR7"
"875","ENSG00000207302","Y_RNA"
"876","ENSG00000117632","STMN1"
"877","ENSG00000229786","SNRPFP2"
"878","ENSG00000223624","AL033528.2"
"879","ENSG00000264021","MIR3917"
"880","ENSG00000266763","AL033528.1"
"881","ENSG00000158006","PAFAH2"
"882","ENSG00000207237","RNU6-110P"
"883","ENSG00000252190","SCARNA17"
"884","ENSG00000252691","SCARNA18"
"885","ENSG00000158008","EXTL1"
"886","ENSG00000158014","SLC30A2"
"887","ENSG00000284309","AL391650.2"
"888","ENSG00000158022","TRIM63"
"889","ENSG00000265320","AL391650.1"
"890","ENSG00000175087","PDIK1L"
"891","ENSG00000197245","FAM110D"
"892","ENSG00000282872","C1orf232"
"893","ENSG00000236782","AL391650.1"
"894","ENSG00000142684","ZNF593"
"895","ENSG00000142675","CNKSR1"
"896","ENSG00000188782","CATSPER4"
"897","ENSG00000236155","ZPLD2P"
"898","ENSG00000278572","AL355877.2"
"899","ENSG00000130695","CEP85"
"900","ENSG00000270733","AL355877.1"
"901","ENSG00000142669","SH3BGRL3"
"902","ENSG00000158062","UBXN11"
"903","ENSG00000169442","CD52"
"904","ENSG00000176092","CRYBG2"
"905","ENSG00000225854","AL451139.1"
"906","ENSG00000265143","RN7SL490P"
"907","ENSG00000176083","ZNF683"
"908","ENSG00000131914","LIN28A"
"909","ENSG00000117682","DHDDS"
"910","ENSG00000223583","AL513365.1"
"911","ENSG00000225891","DHDDS-AS1"
"912","ENSG00000198830","HMGN2"
"913","ENSG00000224129","DPPA2P2"
"914","ENSG00000117676","RPS6KA1"
"915","ENSG00000238705","MIR1976"
"916","ENSG00000243905","RN7SL679P"
"917","ENSG00000252802","Y_RNA"
"918","ENSG00000229247","AL627313.1"
"919","ENSG00000238316","snoU13"
"920","ENSG00000235069","AL627082.1"
"921","ENSG00000260063","AL512408.1"
"922","ENSG00000117713","ARID1A"
"923","ENSG00000266138","RN7SL501P"
"924","ENSG00000060642","PIGV"
"925","ENSG00000241188","RN7SL165P"
"926","ENSG00000287810","AL034380.2"
"927","ENSG00000204160","ZDHHC18"
"928","ENSG00000175793","SFN"
"929","ENSG00000142751","GPN2"
"930","ENSG00000226698","AL034380.1"
"931","ENSG00000198746","GPATCH3"
"932","ENSG00000090273","NUDC"
"933","ENSG00000131910","NR0B2"
"934","ENSG00000175707","KDF1"
"935","ENSG00000172746","RPL12P13"
"936","ENSG00000224064","AL356390.1"
"937","ENSG00000225294","OSTCP2"
"938","ENSG00000253368","TRNP1"
"939","ENSG00000158246","TENT5B"
"940","ENSG00000090020","SLC9A1"
"941","ENSG00000229985","AL590640.2"
"942","ENSG00000214973","CHCHD3P3"
"943","ENSG00000225159","NPM1P39"
"944","ENSG00000225990","SNRPEP7"
"945","ENSG00000224311","AL590640.1"
"946","ENSG00000142784","WDTC1"
"947","ENSG00000252098","Y_RNA"
"948","ENSG00000243659","FO393419.3"
"949","ENSG00000186501","TMEM222"
"950","ENSG00000206888","RNU6-48P"
"951","ENSG00000241547","ACTG1P20"
"952","ENSG00000142765","SYTL1"
"953","ENSG00000142733","MAP3K6"
"954","ENSG00000142748","FCN3"
"955","ENSG00000174950","CD164L2"
"956","ENSG00000231207","FO393419.1"
"957","ENSG00000181773","GPR3"
"958","ENSG00000158195","WASF2"
"959","ENSG00000241169","FO393419.2"
"960","ENSG00000237429","BX293535.1"
"961","ENSG00000126705","AHDC1"
"962","ENSG00000000938","FGR"
"963","ENSG00000235912","AL031729.1"
"964","ENSG00000233975","LINC02574"
"965","ENSG00000126709","IFI6"
"966","ENSG00000225886","AL445490.1"
"967","ENSG00000206767","RNU6-949P"
"968","ENSG00000226662","CHMP1AP1"
"969","ENSG00000207095","RNU6-424P"
"970","ENSG00000287244","AL020997.5"
"971","ENSG00000009780","FAM76A"
"972","ENSG00000231344","AL020997.1"
"973","ENSG00000230833","RPEP3"
"974","ENSG00000117758","STX12"
"975","ENSG00000269971","AL020997.2"
"976","ENSG00000270031","AL020997.3"
"977","ENSG00000223062","RNU6-1245P"
"978","ENSG00000286433","AL020997.4"
"979","ENSG00000117751","PPP1R8"
"980","ENSG00000252947","SCARNA1"
"981","ENSG00000268552","AL109927.1"
"982","ENSG00000130775","THEMIS2"
"983","ENSG00000117748","RPA2"
"984","ENSG00000130768","SMPDL3B"
"985","ENSG00000227050","AL512288.1"
"986","ENSG00000158156","XKR8"
"987","ENSG00000158161","EYA3"
"988","ENSG00000238231","AL512288.2"
"989","ENSG00000240750","RN7SL559P"
"990","ENSG00000228589","SPCS2P4"
"991","ENSG00000228943","AL137792.2"
"992","ENSG00000214812","AL137792.1"
"993","ENSG00000253005","RNU6-176P"
"994","ENSG00000252429","RNU7-29P"
"995","ENSG00000169403","PTAFR"
"996","ENSG00000126698","DNAJC8"
"997","ENSG00000215902","AL353354.1"
"998","ENSG00000269804","AL353354.2"
"999","ENSG00000130770","ATP5IF1"
"1000","ENSG00000270605","AL353622.1"
"1001","ENSG00000271398","AL353622.2"
"1002","ENSG00000130766","SESN2"
"1003","ENSG00000130772","MED18"
"1004","ENSG00000204138","PHACTR4"
"1005","ENSG00000206779","Y_RNA"
"1006","ENSG00000229820","CR391992.1"
"1007","ENSG00000221216","RNU6ATAC27P"
"1008","ENSG00000180198","RCC1"
"1009","ENSG00000242125","SNHG3"
"1010","ENSG00000200087","SNORA73B"
"1011","ENSG00000238821","snoU13"
"1012","ENSG00000231468","PRDX3P2"
"1013","ENSG00000279443","AL513497.1"
"1014","ENSG00000180098","TRNAU1AP"
"1015","ENSG00000197989","SNHG12"
"1016","ENSG00000221539","SNORD99"
"1017","ENSG00000120656","TAF12"
"1018","ENSG00000188060","RAB42"
"1019","ENSG00000229388","LINC01715"
"1020","ENSG00000270103","AL360012.1"
"1021","ENSG00000162419","GMEB1"
"1022","ENSG00000252777","SCARNA24"
"1023","ENSG00000198492","YTHDF2"
"1024","ENSG00000116329","OPRD1"
"1025","ENSG00000226852","RP1-212P9.2"
"1026","ENSG00000233427","AL009181.2"
"1027","ENSG00000199756","Y_RNA"
"1028","ENSG00000159023","EPB41"
"1029","ENSG00000225616","AL138785.2"
"1030","ENSG00000206704","Y_RNA"
"1031","ENSG00000253304","TMEM200B"
"1032","ENSG00000225750","AL357500.1"
"1033","ENSG00000116350","SRSF4"
"1034","ENSG00000227637","RP11-242O24.5"
"1035","ENSG00000116353","MECR"
"1036","ENSG00000237934","AL590729.1"
"1037","ENSG00000060656","PTPRU"
"1038","ENSG00000221550","AL645859.1"
"1039","ENSG00000230523","LINC01756"
"1040","ENSG00000266678","AL139151.1"
"1041","ENSG00000225011","AL671862.1"
"1042","ENSG00000221126","AC092265.1"
"1043","ENSG00000228176","AC092265.1"
"1044","ENSG00000284676","AL645944.2"
"1045","ENSG00000222787","AL645944.1"
"1046","ENSG00000270927","AL645944.1"
"1047","ENSG00000233399","LINC01648"
"1048","ENSG00000233372","AL137076.1"
"1049","ENSG00000231251","AL021921.1"
"1050","ENSG00000236335","AL161638.2"
"1051","ENSG00000231949","AL161638.1"
"1052","ENSG00000162510","MATN1"
"1053","ENSG00000186056","MATN1-AS1"
"1054","ENSG00000287510","AL137857.1"
"1055","ENSG00000162511","LAPTM5"
"1056","ENSG00000264773","MIR4420"
"1057","ENSG00000229607","AL137027.1"
"1058","ENSG00000223382","LINC01778"
"1059","ENSG00000222784","RN7SKP91"
"1060","ENSG00000235143","AL445235.1"
"1061","ENSG00000162512","SDC3"
"1062","ENSG00000134644","PUM1"
"1063","ENSG00000200154","SNORD103A"
"1064","ENSG00000202107","SNORD103B"
"1065","ENSG00000200181","SNORD85"
"1066","ENSG00000237329","AL356320.2"
"1067","ENSG00000232768","AL356320.1"
"1068","ENSG00000215900","SELENOWP1"
"1069","ENSG00000225142","AC114495.1"
"1070","ENSG00000084628","NKAIN1"
"1071","ENSG00000060688","SNRNP40"
"1072","ENSG00000229447","AC114495.2"
"1073","ENSG00000121766","ZCCHC17"
"1074","ENSG00000229044","AL451070.1"
"1075","ENSG00000121769","FABP3"
"1076","ENSG00000168528","SERINC2"
"1077","ENSG00000268950","AC114494.1"
"1078","ENSG00000215899","AC209007.1"
"1079","ENSG00000206981","RNU6-40P"
"1080","ENSG00000284543","LINC01226"
"1081","ENSG00000228682","RP11-439L8.3"
"1082","ENSG00000229167","AC114488.1"
"1083","ENSG00000142910","TINAGL1"
"1084","ENSG00000121764","HCRTR1"
"1085","ENSG00000162517","PEF1"
"1086","ENSG00000235790","PEF1-AS1"
"1087","ENSG00000264078","AC114488.2"
"1088","ENSG00000084636","COL16A1"
"1089","ENSG00000121753","ADGRB2"
"1090","ENSG00000266580","MIR4254"
"1091","ENSG00000254545","AL354919.2"
"1092","ENSG00000134668","SPOCD1"
"1093","ENSG00000203620","AL354919.1"
"1094","ENSG00000269967","AL136115.2"
"1095","ENSG00000184007","PTP4A2"
"1096","ENSG00000212673","AL136115.1"
"1097","ENSG00000228634","AL136115.1"
"1098","ENSG00000284702","AL136115.3"
"1099","ENSG00000121774","KHDRBS1"
"1100","ENSG00000203325","AL445248.1"
"1101","ENSG00000121775","TMEM39B"
"1102","ENSG00000266203","MIR5585"
"1103","ENSG00000025800","KPNA6"
"1104","ENSG00000250135","AL049795.2"
"1105","ENSG00000084652","TXLNA"
"1106","ENSG00000160050","CCDC28B"
"1107","ENSG00000224066","AL049795.1"
"1108","ENSG00000160051","IQCC"
"1109","ENSG00000222046","DCDC2B"
"1110","ENSG00000160055","TMEM234"
"1111","ENSG00000084623","EIF3I"
"1112","ENSG00000220785","MTMR9LP"
"1113","ENSG00000183615","FAM167B"
"1114","ENSG00000182866","LCK"
"1115","ENSG00000252450","Y_RNA"
"1116","ENSG00000116478","HDAC1"
"1117","ENSG00000175130","MARCKSL1"
"1118","ENSG00000233775","AL109945.1"
"1119","ENSG00000162526","TSSK3"
"1120","ENSG00000225828","FAM229A"
"1121","ENSG00000160058","BSDC1"
"1122","ENSG00000224333","GAPDHP20"
"1123","ENSG00000270850","AL356986.1"
"1124","ENSG00000229259","LRRC37A12P"
"1125","ENSG00000263529","RN7SL122P"
"1126","ENSG00000254553","AL033529.1"
"1127","ENSG00000273274","ZBTB8B"
"1128","ENSG00000160062","ZBTB8A"
"1129","ENSG00000176261","ZBTB8OS"
"1130","ENSG00000200591","Y_RNA"
"1131","ENSG00000162521","RBBP4"
"1132","ENSG00000162520","SYNC"
"1133","ENSG00000224409","AC114489.2"
"1134","ENSG00000162522","KIAA1522"
"1135","ENSG00000134684","YARS1"
"1136","ENSG00000116497","S100PBP"
"1137","ENSG00000160097","FNDC5"
"1138","ENSG00000121905","HPCA"
"1139","ENSG00000121900","TMEM54"
"1140","ENSG00000287691","AL031602.2"
"1141","ENSG00000221423","AL031602.1"
"1142","ENSG00000116514","RNF19B"
"1143","ENSG00000278966","AL031602.1"
"1144","ENSG00000267885","FKSG48"
"1145","ENSG00000217644","AL355864.1"
"1146","ENSG00000239670","AL355864.2"
"1147","ENSG00000236065","AL020995.1"
"1148","ENSG00000004455","AK2"
"1149","ENSG00000142920","AZIN2"
"1150","ENSG00000278997","AL662907.1"
"1151","ENSG00000116525","TRIM62"
"1152","ENSG00000279179","AL662907.2"
"1153","ENSG00000284721","AL662907.3"
"1154","ENSG00000160094","ZNF362"
"1155","ENSG00000270115","AL513327.3"
"1156","ENSG00000256142","AL513327.1"
"1157","ENSG00000184389","A3GALT2"
"1158","ENSG00000225313","AL513327.1"
"1159","ENSG00000134686","PHC2"
"1160","ENSG00000266239","MIR3605"
"1161","ENSG00000222112","RN7SKP16"
"1162","ENSG00000233246","AL513327.2"
"1163","ENSG00000221225","AL138837.1"
"1164","ENSG00000234512","TLR12P"
"1165","ENSG00000121903","ZSCAN20"
"1166","ENSG00000235907","AC115285.1"
"1167","ENSG00000121904","CSMD2"
"1168","ENSG00000227000","HSPD1P14"
"1169","ENSG00000176256","HMGB4"
"1170","ENSG00000231163","CSMD2-AS1"
"1171","ENSG00000201148","RNA5SP42"
"1172","ENSG00000142698","C1orf94"
"1173","ENSG00000221053","AC115286.1"
"1174","ENSG00000270241","AC115286.1"
"1175","ENSG00000287703","AC099565.1"
"1176","ENSG00000207941","MIR552"
"1177","ENSG00000163866","SMIM12"
"1178","ENSG00000189280","GJB5"
"1179","ENSG00000189433","GJB4"
"1180","ENSG00000255811","AL121988.1"
"1181","ENSG00000216162","AL121988.1"
"1182","ENSG00000188910","GJB3"
"1183","ENSG00000187513","GJA4"
"1184","ENSG00000230163","AL122010.1"
"1185","ENSG00000116544","DLGAP3"
"1186","ENSG00000252728","SNORD112"
"1187","ENSG00000284773","AC114490.3"
"1188","ENSG00000241014","AC114490.1"
"1189","ENSG00000271741","AC114490.2"
"1190","ENSG00000243749","TMEM35B"
"1191","ENSG00000163867","ZMYM6"
"1192","ENSG00000197056","ZMYM1"
"1193","ENSG00000233940","RPL12P45"
"1194","ENSG00000228348","EFCAB14P1"
"1195","ENSG00000284640","AL590434.2"
"1196","ENSG00000116560","SFPQ"
"1197","ENSG00000201868","Y_RNA"
"1198","ENSG00000263591","RN7SL136P"
"1199","ENSG00000146463","ZMYM4"
"1200","ENSG00000240374","RN7SL503P"
"1201","ENSG00000201542","SNORA62"
"1202","ENSG00000229994","RPL5P4"
"1203","ENSG00000227409","ZMYM4-AS1"
"1204","ENSG00000202129","RNY5P1"
"1205","ENSG00000142687","KIAA0319L"
"1206","ENSG00000236274","AC004865.1"
"1207","ENSG00000020129","NCDN"
"1208","ENSG00000239636","AC004865.2"
"1209","ENSG00000116819","TFAP2E"
"1210","ENSG00000126067","PSMB2"
"1211","ENSG00000239859","RN7SL281P"
"1212","ENSG00000142686","C1orf216"
"1213","ENSG00000092853","CLSPN"
"1214","ENSG00000232335","AL354864.1"
"1215","ENSG00000134698","AGO4"
"1216","ENSG00000092847","AGO1"
"1217","ENSG00000271164","AL139286.1"
"1218","ENSG00000286899","AL139286.3"
"1219","ENSG00000271914","AL139286.2"
"1220","ENSG00000126070","AGO3"
"1221","ENSG00000271554","AL138787.2"
"1222","ENSG00000232862","AL138787.1"
"1223","ENSG00000092850","TEKT2"
"1224","ENSG00000116863","ADPRHL2"
"1225","ENSG00000171812","COL8A2"
"1226","ENSG00000054116","TRAPPC3"
"1227","ENSG00000116871","MAP7D1"
"1228","ENSG00000264592","RN7SL131P"
"1229","ENSG00000054118","THRAP3"
"1230","ENSG00000231849","UBE2V2P4"
"1231","ENSG00000214193","SH3D21"
"1232","ENSG00000142694","EVA1B"
"1233","ENSG00000286379","AL591845.1"
"1234","ENSG00000196182","STK40"
"1235","ENSG00000181817","LSM10"
"1236","ENSG00000222821","RNU4-27P"
"1237","ENSG00000116885","OSCP1"
"1238","ENSG00000201448","SNORA63"
"1239","ENSG00000116898","MRPS15"
"1240","ENSG00000119535","CSF3R"
"1241","ENSG00000230214","FTLP18"
"1242","ENSG00000284705","AL596257.1"
"1243","ENSG00000284720","AC117945.2"
"1244","ENSG00000234481","AC117945.1"
"1245","ENSG00000163873","GRIK3"
"1246","ENSG00000284650","AL031430.1"
"1247","ENSG00000223944","AL353604.1"
"1248","ENSG00000264698","MIR4255"
"1249","ENSG00000207328","RNU6-636P"
"1250","ENSG00000252368","RNA5SP43"
"1251","ENSG00000230451","RPS29P6"
"1252","ENSG00000233621","LINC01137"
"1253","ENSG00000163874","ZC3H12A"
"1254","ENSG00000163875","MEAF6"
"1255","ENSG00000263675","MIR5581"
"1256","ENSG00000163877","SNIP1"
"1257","ENSG00000232273","FTH1P1"
"1258","ENSG00000237749","AL034379.1"
"1259","ENSG00000163879","DNALI1"
"1260","ENSG00000134697","GNL2"
"1261","ENSG00000284748","AL513220.1"
"1262","ENSG00000169218","RSPO1"
"1263","ENSG00000116922","C1orf109"
"1264","ENSG00000134690","CDCA8"
"1265","ENSG00000183317","EPHA10"
"1266","ENSG00000200421","Y_RNA"
"1267","ENSG00000238871","snoU13"
"1268","ENSG00000214141","ACTN4P2"
"1269","ENSG00000227416","AL929472.1"
"1270","ENSG00000185090","MANEAL"
"1271","ENSG00000233728","AL929472.3"
"1272","ENSG00000196449","YRDC"
"1273","ENSG00000197982","C1orf122"
"1274","ENSG00000188786","MTF1"
"1275","ENSG00000230610","AL929472.1"
"1276","ENSG00000235673","AL929472.4"
"1277","ENSG00000230955","AL929472.2"
"1278","ENSG00000204084","INPP5B"
"1279","ENSG00000252448","SNORA63"
"1280","ENSG00000222282","RNU6-584P"
"1281","ENSG00000183431","SF3A3"
"1282","ENSG00000212541","RNU6-510P"
"1283","ENSG00000183386","FHL3"
"1284","ENSG00000183520","UTP11"
"1285","ENSG00000185668","POU3F1"
"1286","ENSG00000224592","MIR3659HG"
"1287","ENSG00000223589","AL139158.1"
"1288","ENSG00000265596","MIR3659"
"1289","ENSG00000284623","LINC02786"
"1290","ENSG00000286552","AL390839.1"
"1291","ENSG00000287987","AL390839.2"
