"","filesName","TCGA_Barcode"
"d011c9fc-3598-4f0b-b059-85d63de31a9f.htseq.counts.gz","d011c9fc-3598-4f0b-b059-85d63de31a9f.htseq.counts.gz","TCGA-05-4417-01A-22R-1858-07"
"b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz","b2bd3b9d-2380-47bb-a13d-a4e7a00d6740.htseq.counts.gz","TCGA-49-4507-01A-01R-1206-07"
"8a2863d8-26a3-443e-a36f-5c149de57136.htseq.counts.gz","8a2863d8-26a3-443e-a36f-5c149de57136.htseq.counts.gz","TCGA-75-6207-01A-11R-1755-07"
"a5869c6f-c024-4eaa-9379-eabe99b45e70.htseq.counts.gz","a5869c6f-c024-4eaa-9379-eabe99b45e70.htseq.counts.gz","TCGA-97-8177-01A-11R-2287-07"
"5f02561f-c7c7-4cea-997e-cfdf2ae02128.htseq.counts.gz","5f02561f-c7c7-4cea-997e-cfdf2ae02128.htseq.counts.gz","TCGA-78-7161-01A-11R-2039-07"
"9e64cef1-ee63-44eb-b58f-c19b98c99c9e.htseq.counts.gz","9e64cef1-ee63-44eb-b58f-c19b98c99c9e.htseq.counts.gz","TCGA-86-8073-01A-11R-2241-07"
"df398753-08fc-4a1d-90b1-a44760be2560.htseq.counts.gz","df398753-08fc-4a1d-90b1-a44760be2560.htseq.counts.gz","TCGA-MP-A4TE-01A-22R-A466-07"
"e9205c80-39e9-446d-8151-f493e43228c4.htseq.counts.gz","e9205c80-39e9-446d-8151-f493e43228c4.htseq.counts.gz","TCGA-97-A4M3-01A-11R-A24X-07"
"59e22196-c04d-46c9-b16f-98858dca67d1.htseq.counts.gz","59e22196-c04d-46c9-b16f-98858dca67d1.htseq.counts.gz","TCGA-86-A4D0-01A-11R-A24H-07"
"82cd39d8-7a0d-4ebf-adad-57b3a4e68262.htseq.counts.gz","82cd39d8-7a0d-4ebf-adad-57b3a4e68262.htseq.counts.gz","TCGA-49-4490-01A-21R-1858-07"
"b13f356a-71cb-41d0-a53d-51553db8987f.htseq.counts.gz","b13f356a-71cb-41d0-a53d-51553db8987f.htseq.counts.gz","TCGA-44-6775-01C-02R-A277-07"
"898379ca-0a5c-4436-95d1-bb50239864ea.htseq.counts.gz","898379ca-0a5c-4436-95d1-bb50239864ea.htseq.counts.gz","TCGA-78-7537-01A-11R-2066-07"
"fc867c2d-8e5d-4e2a-80b2-48be873efc56.htseq.counts.gz","fc867c2d-8e5d-4e2a-80b2-48be873efc56.htseq.counts.gz","TCGA-44-7670-01A-11R-2066-07"
"36c6972a-3041-478c-a68d-702af9cc4954.htseq.counts.gz","36c6972a-3041-478c-a68d-702af9cc4954.htseq.counts.gz","TCGA-44-6146-11A-01R-1858-07"
"ba17045d-3dee-4863-9cec-54e2da669662.htseq.counts.gz","ba17045d-3dee-4863-9cec-54e2da669662.htseq.counts.gz","TCGA-53-7624-01A-11R-2066-07"
"2ba1fb7e-8853-46ab-8536-770345dc6e9c.htseq.counts.gz","2ba1fb7e-8853-46ab-8536-770345dc6e9c.htseq.counts.gz","TCGA-97-8171-01A-11R-2287-07"
"b992fcfa-0303-41a6-86dc-10414c33c38c.htseq.counts.gz","b992fcfa-0303-41a6-86dc-10414c33c38c.htseq.counts.gz","TCGA-78-8640-01A-11R-2403-07"
"e9e3fc43-78f3-43ab-9ed6-c9363ceebdcc.htseq.counts.gz","e9e3fc43-78f3-43ab-9ed6-c9363ceebdcc.htseq.counts.gz","TCGA-50-6592-01A-11R-1755-07"
"ca7c56ab-9248-4c27-8992-8f73746d8d9b.htseq.counts.gz","ca7c56ab-9248-4c27-8992-8f73746d8d9b.htseq.counts.gz","TCGA-93-A4JQ-01A-11R-A24X-07"
"c258e44b-44c5-43d7-835e-912049ae12c4.htseq.counts.gz","c258e44b-44c5-43d7-835e-912049ae12c4.htseq.counts.gz","TCGA-55-7573-01A-11R-2039-07"
"7160e771-bab5-4ca6-a2da-65fdc4b8358d.htseq.counts.gz","7160e771-bab5-4ca6-a2da-65fdc4b8358d.htseq.counts.gz","TCGA-38-A44F-01A-11R-A24H-07"
"69f590a7-8b7d-46e4-9a90-a1a3d59771f9.htseq.counts.gz","69f590a7-8b7d-46e4-9a90-a1a3d59771f9.htseq.counts.gz","TCGA-44-3396-11A-01R-1758-07"
"7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.htseq.counts.gz","7dd3791f-7a65-4eea-9be2-3a0ca83ba46d.htseq.counts.gz","TCGA-55-A4DF-01A-11R-A24H-07"
"51221b71-eaee-41f0-849f-98ef800ad010.htseq.counts.gz","51221b71-eaee-41f0-849f-98ef800ad010.htseq.counts.gz","TCGA-75-7025-01A-12R-1949-07"
"cc296619-683f-4339-ab1f-51d567fc678a.htseq.counts.gz","cc296619-683f-4339-ab1f-51d567fc678a.htseq.counts.gz","TCGA-55-6986-01A-11R-1949-07"
"994acd99-03f8-47d3-82f0-2b1cbdf86d8a.htseq.counts.gz","994acd99-03f8-47d3-82f0-2b1cbdf86d8a.htseq.counts.gz","TCGA-MP-A4T9-01A-11R-A24X-07"
"12b16f45-0e5e-4c24-85b5-fd05a6482fa2.htseq.counts.gz","12b16f45-0e5e-4c24-85b5-fd05a6482fa2.htseq.counts.gz","TCGA-55-6978-01A-11R-1949-07"
"6b953214-e5c8-4aae-b257-f7e326ce0b2b.htseq.counts.gz","6b953214-e5c8-4aae-b257-f7e326ce0b2b.htseq.counts.gz","TCGA-49-AAR9-01A-21R-A41B-07"
"d5a54e1d-02d7-4cee-b6b1-e0a616cc322d.htseq.counts.gz","d5a54e1d-02d7-4cee-b6b1-e0a616cc322d.htseq.counts.gz","TCGA-73-4658-01A-01R-1755-07"
"b2157771-1197-44e2-9c5f-345ca584bc16.htseq.counts.gz","b2157771-1197-44e2-9c5f-345ca584bc16.htseq.counts.gz","TCGA-55-8514-01A-11R-2403-07"
"1d5c03c6-a0a3-4255-b54c-d9bfac305a7f.htseq.counts.gz","1d5c03c6-a0a3-4255-b54c-d9bfac305a7f.htseq.counts.gz","TCGA-44-2656-01B-06R-A277-07"
"6d0cf353-e818-4173-a200-2c8dd85d49f1.htseq.counts.gz","6d0cf353-e818-4173-a200-2c8dd85d49f1.htseq.counts.gz","TCGA-49-6743-11A-01R-1858-07"
"90af0faf-3e8c-4741-bf49-f87a5b21d54c.htseq.counts.gz","90af0faf-3e8c-4741-bf49-f87a5b21d54c.htseq.counts.gz","TCGA-67-3771-01A-01R-0946-07"
"7ea958f2-f45d-4549-9d45-07c51eebae99.htseq.counts.gz","7ea958f2-f45d-4549-9d45-07c51eebae99.htseq.counts.gz","TCGA-44-7672-01A-11R-2066-07"
"a55e6cad-f959-47f9-a525-d429099c7e99.htseq.counts.gz","a55e6cad-f959-47f9-a525-d429099c7e99.htseq.counts.gz","TCGA-78-8662-01A-11R-2403-07"
"bf09f1fe-5f5d-4262-9159-5ec62f86294e.htseq.counts.gz","bf09f1fe-5f5d-4262-9159-5ec62f86294e.htseq.counts.gz","TCGA-80-5611-01A-01R-1628-07"
"8bb0ee3a-c7d0-4110-b13b-eb7d087ece61.htseq.counts.gz","8bb0ee3a-c7d0-4110-b13b-eb7d087ece61.htseq.counts.gz","TCGA-97-7547-01A-11R-2039-07"
"cd8d48a8-d183-48ab-82f8-ffb11224239a.htseq.counts.gz","cd8d48a8-d183-48ab-82f8-ffb11224239a.htseq.counts.gz","TCGA-62-A471-01A-12R-A24H-07"
"83da3553-d0ec-419a-8527-a5bb7101929f.htseq.counts.gz","83da3553-d0ec-419a-8527-a5bb7101929f.htseq.counts.gz","TCGA-55-8096-01A-11R-2241-07"
"6f7a250a-353a-4306-8c29-eec6582884eb.htseq.counts.gz","6f7a250a-353a-4306-8c29-eec6582884eb.htseq.counts.gz","TCGA-91-6847-11A-01R-1949-07"
"35a1df51-9daf-4d8b-ab87-222b8562244a.htseq.counts.gz","35a1df51-9daf-4d8b-ab87-222b8562244a.htseq.counts.gz","TCGA-50-5935-11A-01R-1858-07"
"485f059b-e143-40b6-b4d2-96bb7497558f.htseq.counts.gz","485f059b-e143-40b6-b4d2-96bb7497558f.htseq.counts.gz","TCGA-75-6205-01A-11R-1755-07"
"53e1ec28-49b8-4a9e-b4e3-f44fd44b68c9.htseq.counts.gz","53e1ec28-49b8-4a9e-b4e3-f44fd44b68c9.htseq.counts.gz","TCGA-55-8085-01A-11R-2241-07"
"6e3def3d-ec60-4503-86f3-334ba6bccd9f.htseq.counts.gz","6e3def3d-ec60-4503-86f3-334ba6bccd9f.htseq.counts.gz","TCGA-62-A46V-01A-11R-A24H-07"
"778e1365-7b5e-469c-915d-c3be22bec7a8.htseq.counts.gz","778e1365-7b5e-469c-915d-c3be22bec7a8.htseq.counts.gz","TCGA-05-5423-01A-01R-1628-07"
"60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.htseq.counts.gz","60f8b5a7-a7da-4dd6-88d0-97dbf4c3c269.htseq.counts.gz","TCGA-55-6543-01A-11R-1755-07"
"cf792f7f-a3ee-4544-b029-8c4e4da4f973.htseq.counts.gz","cf792f7f-a3ee-4544-b029-8c4e4da4f973.htseq.counts.gz","TCGA-05-5420-01A-01R-1628-07"
"aa5ba703-5bc5-4536-98cd-ab31520d29d7.htseq.counts.gz","aa5ba703-5bc5-4536-98cd-ab31520d29d7.htseq.counts.gz","TCGA-50-5936-01A-11R-1628-07"
"1dd5ec67-7a28-4870-97a0-c408daf6c48f.htseq.counts.gz","1dd5ec67-7a28-4870-97a0-c408daf6c48f.htseq.counts.gz","TCGA-55-A490-01A-11R-A466-07"
"82bbc554-6c00-4a55-9295-a36ad9e648c3.htseq.counts.gz","82bbc554-6c00-4a55-9295-a36ad9e648c3.htseq.counts.gz","TCGA-55-8506-01A-11R-2403-07"
"f994e1d7-6427-4884-8993-f930c6331bff.htseq.counts.gz","f994e1d7-6427-4884-8993-f930c6331bff.htseq.counts.gz","TCGA-55-8087-01A-11R-2241-07"
"3c54cfc7-eed0-454e-9877-40eb85a7240a.htseq.counts.gz","3c54cfc7-eed0-454e-9877-40eb85a7240a.htseq.counts.gz","TCGA-44-5644-01A-21R-2039-07"
"39ef3ef1-d868-4c8c-81a1-238451a08f11.htseq.counts.gz","39ef3ef1-d868-4c8c-81a1-238451a08f11.htseq.counts.gz","TCGA-38-4631-01A-01R-1755-07"
"4984202f-29c6-4d54-9db5-c5965cf60ba1.htseq.counts.gz","4984202f-29c6-4d54-9db5-c5965cf60ba1.htseq.counts.gz","TCGA-62-A46S-01A-11R-A24H-07"
"9fc18ac7-7fce-4840-b2c5-5daac7e422cf.htseq.counts.gz","9fc18ac7-7fce-4840-b2c5-5daac7e422cf.htseq.counts.gz","TCGA-78-7145-01A-11R-2039-07"
"0627e7ce-b8f8-4a64-bc6e-12edd3d736f3.htseq.counts.gz","0627e7ce-b8f8-4a64-bc6e-12edd3d736f3.htseq.counts.gz","TCGA-62-8394-01A-11R-2326-07"
"d487d4a4-5ac3-4c0b-95d3-4dc46690410e.htseq.counts.gz","d487d4a4-5ac3-4c0b-95d3-4dc46690410e.htseq.counts.gz","TCGA-97-8176-01A-11R-2403-07"
"ce4ac30d-f2e6-40f3-a2db-fdcf0218b8fb.htseq.counts.gz","ce4ac30d-f2e6-40f3-a2db-fdcf0218b8fb.htseq.counts.gz","TCGA-97-A4LX-01A-11R-A24X-07"
"b5b0644d-9eb9-44aa-a5a1-39e9630ad156.htseq.counts.gz","b5b0644d-9eb9-44aa-a5a1-39e9630ad156.htseq.counts.gz","TCGA-05-4426-01A-01R-1206-07"
"97f3c6a3-a3b8-4f59-9242-8845fa1c90a8.htseq.counts.gz","97f3c6a3-a3b8-4f59-9242-8845fa1c90a8.htseq.counts.gz","TCGA-05-4395-01A-01R-1206-07"
"4f361433-9254-4f3e-9e1b-39d665e17398.htseq.counts.gz","4f361433-9254-4f3e-9e1b-39d665e17398.htseq.counts.gz","TCGA-86-8669-01A-11R-2403-07"
"f0e294df-f0be-48bc-90ab-ea05a387a0cb.htseq.counts.gz","f0e294df-f0be-48bc-90ab-ea05a387a0cb.htseq.counts.gz","TCGA-44-7660-01A-11R-2066-07"
"6262c85a-4d2c-4b03-a3c3-1bbe5dfb008a.htseq.counts.gz","6262c85a-4d2c-4b03-a3c3-1bbe5dfb008a.htseq.counts.gz","TCGA-44-2662-01A-01R-A278-07"
"7c9551e0-06bb-4846-b407-a95931200318.htseq.counts.gz","7c9551e0-06bb-4846-b407-a95931200318.htseq.counts.gz","TCGA-97-7546-01A-11R-2039-07"
"3fbb4c61-e8c6-40dc-b7bc-786380add78d.htseq.counts.gz","3fbb4c61-e8c6-40dc-b7bc-786380add78d.htseq.counts.gz","TCGA-44-4112-01B-06R-A277-07"
"df692bf8-d523-4528-aa0c-a0549373adee.htseq.counts.gz","df692bf8-d523-4528-aa0c-a0549373adee.htseq.counts.gz","TCGA-64-5774-01A-01R-1628-07"
"ca21d25f-5466-487a-9e98-6c47da924dae.htseq.counts.gz","ca21d25f-5466-487a-9e98-6c47da924dae.htseq.counts.gz","TCGA-78-8660-01A-11R-2403-07"
"8158a767-89ce-4bf8-82fd-edfd3e54038e.htseq.counts.gz","8158a767-89ce-4bf8-82fd-edfd3e54038e.htseq.counts.gz","TCGA-55-A48Y-01A-11R-A24H-07"
"173d8cb8-d151-4766-b61c-7ecdf8af56ca.htseq.counts.gz","173d8cb8-d151-4766-b61c-7ecdf8af56ca.htseq.counts.gz","TCGA-05-4430-01A-02R-1206-07"
"ae95b302-bd9d-4d3b-a791-2f788bf53d24.htseq.counts.gz","ae95b302-bd9d-4d3b-a791-2f788bf53d24.htseq.counts.gz","TCGA-95-7043-01A-11R-1949-07"
"a925313a-a7d5-4c64-a440-7d7bdd7e89d0.htseq.counts.gz","a925313a-a7d5-4c64-a440-7d7bdd7e89d0.htseq.counts.gz","TCGA-86-8674-01A-21R-2403-07"
"4ea3866e-01a6-490c-84a5-546c142ebcb5.htseq.counts.gz","4ea3866e-01a6-490c-84a5-546c142ebcb5.htseq.counts.gz","TCGA-NJ-A55A-01A-11R-A262-07"
"98b20d7c-8d7e-4d6f-bdf1-67fc8d05a26c.htseq.counts.gz","98b20d7c-8d7e-4d6f-bdf1-67fc8d05a26c.htseq.counts.gz","TCGA-69-7973-01A-11R-2187-07"
"d123efcb-e79f-4ac5-a0a2-068634e84d26.htseq.counts.gz","d123efcb-e79f-4ac5-a0a2-068634e84d26.htseq.counts.gz","TCGA-55-8619-01A-11R-2403-07"
"1363db56-5cfb-4f87-a485-9d2978a5ad58.htseq.counts.gz","1363db56-5cfb-4f87-a485-9d2978a5ad58.htseq.counts.gz","TCGA-49-6742-11A-01R-1858-07"
"213d57e8-a4e9-4f31-b711-a80ddfe644b7.htseq.counts.gz","213d57e8-a4e9-4f31-b711-a80ddfe644b7.htseq.counts.gz","TCGA-05-4434-01A-01R-1206-07"
"708e035d-e38b-4969-a96e-f7c324b3f8a3.htseq.counts.gz","708e035d-e38b-4969-a96e-f7c324b3f8a3.htseq.counts.gz","TCGA-49-4490-11A-01R-1858-07"
"b92498c2-6e54-4fd0-b752-18932e915381.htseq.counts.gz","b92498c2-6e54-4fd0-b752-18932e915381.htseq.counts.gz","TCGA-44-5645-11A-01R-1628-07"
"ac3052a6-d735-4755-9145-80b9f633c838.htseq.counts.gz","ac3052a6-d735-4755-9145-80b9f633c838.htseq.counts.gz","TCGA-44-7662-01A-11R-2066-07"
"592b3724-0836-41e9-b4d0-1bce729e7a1f.htseq.counts.gz","592b3724-0836-41e9-b4d0-1bce729e7a1f.htseq.counts.gz","TCGA-93-7348-01A-21R-2039-07"
"0d6ef3a0-0ac4-4898-a438-34bbbfde6341.htseq.counts.gz","0d6ef3a0-0ac4-4898-a438-34bbbfde6341.htseq.counts.gz","TCGA-44-6776-01A-11R-1858-07"
"701cb0e2-a169-47ce-b34a-4bb86501c82d.htseq.counts.gz","701cb0e2-a169-47ce-b34a-4bb86501c82d.htseq.counts.gz","TCGA-J2-A4AG-01A-11R-A24H-07"
"be006f64-936c-416c-9e49-c7a861e55522.htseq.counts.gz","be006f64-936c-416c-9e49-c7a861e55522.htseq.counts.gz","TCGA-67-3770-01A-01R-0946-07"
"3bd86fe7-7ac0-4ddd-a676-06b12845fb7e.htseq.counts.gz","3bd86fe7-7ac0-4ddd-a676-06b12845fb7e.htseq.counts.gz","TCGA-62-8402-01A-11R-2326-07"
"4ed9b51a-78a1-48c7-90bd-8ecd2e5767ad.htseq.counts.gz","4ed9b51a-78a1-48c7-90bd-8ecd2e5767ad.htseq.counts.gz","TCGA-55-7907-01A-11R-2170-07"
"252eeb0c-fad1-4c29-bdd8-57b511852de5.htseq.counts.gz","252eeb0c-fad1-4c29-bdd8-57b511852de5.htseq.counts.gz","TCGA-91-6835-11A-01R-1858-07"
"89658cba-f8bd-49a1-99a7-265f7d5195c8.htseq.counts.gz","89658cba-f8bd-49a1-99a7-265f7d5195c8.htseq.counts.gz","TCGA-44-3917-01A-01R-A278-07"
"491c7f67-a4c0-4d26-949e-773cb0f123ae.htseq.counts.gz","491c7f67-a4c0-4d26-949e-773cb0f123ae.htseq.counts.gz","TCGA-55-8206-01A-11R-2241-07"
"8458d0dd-5bc6-42e7-a60d-2953cec4ac9d.htseq.counts.gz","8458d0dd-5bc6-42e7-a60d-2953cec4ac9d.htseq.counts.gz","TCGA-50-8457-01A-11R-2326-07"
"2391658d-7cf2-4a09-8dd5-19ea7a37dadf.htseq.counts.gz","2391658d-7cf2-4a09-8dd5-19ea7a37dadf.htseq.counts.gz","TCGA-91-6849-11A-01R-1949-07"
"b4661ac5-95c7-450e-8797-b2dbe04ad1ee.htseq.counts.gz","b4661ac5-95c7-450e-8797-b2dbe04ad1ee.htseq.counts.gz","TCGA-50-5939-01A-11R-1628-07"
"1b3deeeb-5fde-4154-a57f-bb575ccfb2be.htseq.counts.gz","1b3deeeb-5fde-4154-a57f-bb575ccfb2be.htseq.counts.gz","TCGA-69-7760-01A-11R-2170-07"
"165a0e8c-b70f-4fbd-8664-49f3764383ff.htseq.counts.gz","165a0e8c-b70f-4fbd-8664-49f3764383ff.htseq.counts.gz","TCGA-97-8552-01A-11R-2403-07"
"8aa24565-3c27-4ed0-be70-6e571a609827.htseq.counts.gz","8aa24565-3c27-4ed0-be70-6e571a609827.htseq.counts.gz","TCGA-J2-8194-01A-11R-2241-07"
"d82516e5-6536-4666-b834-82111e0de77b.htseq.counts.gz","d82516e5-6536-4666-b834-82111e0de77b.htseq.counts.gz","TCGA-50-5946-01A-11R-1755-07"
"ca5c1f97-379b-484c-871b-d744ac26edc3.htseq.counts.gz","ca5c1f97-379b-484c-871b-d744ac26edc3.htseq.counts.gz","TCGA-62-A470-01A-11R-A24H-07"
"99580e31-0d96-415a-9519-91c493709684.htseq.counts.gz","99580e31-0d96-415a-9519-91c493709684.htseq.counts.gz","TCGA-78-7158-01A-11R-2039-07"
"69fd8112-03f0-4d28-aa51-03317daf4616.htseq.counts.gz","69fd8112-03f0-4d28-aa51-03317daf4616.htseq.counts.gz","TCGA-64-5815-01A-01R-1628-07"
"557b2e70-c648-4da7-90b6-b2d844e9b6ac.htseq.counts.gz","557b2e70-c648-4da7-90b6-b2d844e9b6ac.htseq.counts.gz","TCGA-44-2657-11A-01R-1758-07"
"d31beca5-e987-4def-906a-63f68ecc5c7a.htseq.counts.gz","d31beca5-e987-4def-906a-63f68ecc5c7a.htseq.counts.gz","TCGA-44-2665-01A-01R-0946-07"
"6d53bf05-58d4-4633-b2da-0dd71d89ee91.htseq.counts.gz","6d53bf05-58d4-4633-b2da-0dd71d89ee91.htseq.counts.gz","TCGA-55-6972-01A-11R-1949-07"
"bc81c085-a31e-4b2d-9697-3680d9b0f132.htseq.counts.gz","bc81c085-a31e-4b2d-9697-3680d9b0f132.htseq.counts.gz","TCGA-50-5939-11A-01R-1628-07"
"2b4af4f1-5bdb-486d-9115-8527e6a043ca.htseq.counts.gz","2b4af4f1-5bdb-486d-9115-8527e6a043ca.htseq.counts.gz","TCGA-MP-A4TJ-01A-51R-A262-07"
"adf180fd-e40c-433a-af02-9c2cfe8174bd.htseq.counts.gz","adf180fd-e40c-433a-af02-9c2cfe8174bd.htseq.counts.gz","TCGA-55-6979-11A-01R-1949-07"
"05582ed0-da34-418a-b96e-fb4505e9ee03.htseq.counts.gz","05582ed0-da34-418a-b96e-fb4505e9ee03.htseq.counts.gz","TCGA-55-7283-01A-11R-2039-07"
"b30ff193-2e02-443a-9a87-7ab4027bccaf.htseq.counts.gz","b30ff193-2e02-443a-9a87-7ab4027bccaf.htseq.counts.gz","TCGA-78-7148-01A-11R-2039-07"
"7844b74a-2846-4f42-8874-edcc90261fef.htseq.counts.gz","7844b74a-2846-4f42-8874-edcc90261fef.htseq.counts.gz","TCGA-44-3918-01A-01R-A278-07"
"d38d30c2-78fe-4e5f-a94b-56080bf4371a.htseq.counts.gz","d38d30c2-78fe-4e5f-a94b-56080bf4371a.htseq.counts.gz","TCGA-55-7903-01A-11R-2170-07"
"97cabc84-779b-4a98-9518-93ba4523db4a.htseq.counts.gz","97cabc84-779b-4a98-9518-93ba4523db4a.htseq.counts.gz","TCGA-44-2668-01A-01R-A278-07"
"58ce6671-f931-42fc-acb2-fac1ad460a22.htseq.counts.gz","58ce6671-f931-42fc-acb2-fac1ad460a22.htseq.counts.gz","TCGA-75-6214-01A-41R-1949-07"
"b1f9bae8-7483-41ba-aab7-7a051850df23.htseq.counts.gz","b1f9bae8-7483-41ba-aab7-7a051850df23.htseq.counts.gz","TCGA-73-4675-01A-01R-1206-07"
"a7db602f-114f-4e8b-ae0f-2295f6cbeb4d.htseq.counts.gz","a7db602f-114f-4e8b-ae0f-2295f6cbeb4d.htseq.counts.gz","TCGA-71-8520-01A-11R-2403-07"
"9dd22540-6908-447a-bc26-2da5522f68b6.htseq.counts.gz","9dd22540-6908-447a-bc26-2da5522f68b6.htseq.counts.gz","TCGA-NJ-A4YF-01A-12R-A262-07"
"c997087f-4415-4d46-a3f5-e5129d645e3a.htseq.counts.gz","c997087f-4415-4d46-a3f5-e5129d645e3a.htseq.counts.gz","TCGA-05-5425-01A-02R-1628-07"
"9c21f775-3dff-43de-9a05-b25480cbe815.htseq.counts.gz","9c21f775-3dff-43de-9a05-b25480cbe815.htseq.counts.gz","TCGA-49-6744-01A-11R-1858-07"
"8f4891e2-55c1-48f4-bdce-c3848f74b8dc.htseq.counts.gz","8f4891e2-55c1-48f4-bdce-c3848f74b8dc.htseq.counts.gz","TCGA-80-5608-01A-31R-1949-07"
"5fedbbb9-10a8-4f18-a1e8-30b3d6164083.htseq.counts.gz","5fedbbb9-10a8-4f18-a1e8-30b3d6164083.htseq.counts.gz","TCGA-78-7160-01A-11R-2039-07"
"73912113-540a-41bd-ada5-4f427592dfee.htseq.counts.gz","73912113-540a-41bd-ada5-4f427592dfee.htseq.counts.gz","TCGA-55-6970-11A-01R-1949-07"
"d6782f96-ac2e-473a-8adb-7cdaf648d5db.htseq.counts.gz","d6782f96-ac2e-473a-8adb-7cdaf648d5db.htseq.counts.gz","TCGA-55-8097-01A-11R-2241-07"
"9e7321e1-0c7e-4140-bb4c-f322d81be7ee.htseq.counts.gz","9e7321e1-0c7e-4140-bb4c-f322d81be7ee.htseq.counts.gz","TCGA-MP-A4TC-01A-11R-A24X-07"
"72091aa8-e5a3-4468-8604-e5fbfefe5971.htseq.counts.gz","72091aa8-e5a3-4468-8604-e5fbfefe5971.htseq.counts.gz","TCGA-97-8179-01A-11R-2287-07"
"13cf1657-4a38-4e8b-a3e4-8223ba78c6a5.htseq.counts.gz","13cf1657-4a38-4e8b-a3e4-8223ba78c6a5.htseq.counts.gz","TCGA-55-7728-01A-11R-2187-07"
"74a288d5-7bb7-414b-b422-f9a4548a8433.htseq.counts.gz","74a288d5-7bb7-414b-b422-f9a4548a8433.htseq.counts.gz","TCGA-44-2657-01A-01R-1107-07"
"c63458fd-9b68-40d2-86a4-dc69f9946c36.htseq.counts.gz","c63458fd-9b68-40d2-86a4-dc69f9946c36.htseq.counts.gz","TCGA-44-3917-01B-02R-A277-07"
"d10d51ab-05a4-4fa4-a0a8-2583db9a4168.htseq.counts.gz","d10d51ab-05a4-4fa4-a0a8-2583db9a4168.htseq.counts.gz","TCGA-97-A4M6-01A-11R-A24X-07"
"68acaa5e-6a27-499f-925d-710af9d30710.htseq.counts.gz","68acaa5e-6a27-499f-925d-710af9d30710.htseq.counts.gz","TCGA-55-6642-01A-11R-1858-07"
"c584b745-3bff-4591-8460-02eb1a00d214.htseq.counts.gz","c584b745-3bff-4591-8460-02eb1a00d214.htseq.counts.gz","TCGA-50-5051-01A-21R-1858-07"
"fc1963bb-e709-467b-950f-0177512ba35e.htseq.counts.gz","fc1963bb-e709-467b-950f-0177512ba35e.htseq.counts.gz","TCGA-86-A4P8-01A-11R-A24X-07"
"b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e.htseq.counts.gz","b9e1ccfb-5124-4f8a-8f6e-8ecfeaa54e9e.htseq.counts.gz","TCGA-78-7150-01A-21R-2039-07"
"feb99183-103f-4ca1-b61a-b88227826952.htseq.counts.gz","feb99183-103f-4ca1-b61a-b88227826952.htseq.counts.gz","TCGA-78-7159-01A-11R-2039-07"
"97fbdeeb-5066-44c3-93ad-b05917236933.htseq.counts.gz","97fbdeeb-5066-44c3-93ad-b05917236933.htseq.counts.gz","TCGA-05-4403-01A-01R-1206-07"
"a24d07c0-9b91-4538-96d2-f97544f4dbb0.htseq.counts.gz","a24d07c0-9b91-4538-96d2-f97544f4dbb0.htseq.counts.gz","TCGA-NJ-A7XG-01A-12R-A39D-07"
"e158cf09-9e8a-4a3f-9097-2f94222e5461.htseq.counts.gz","e158cf09-9e8a-4a3f-9097-2f94222e5461.htseq.counts.gz","TCGA-L9-A444-01A-21R-A24H-07"
"35a20ef3-e207-45f7-9854-6b565e8f3849.htseq.counts.gz","35a20ef3-e207-45f7-9854-6b565e8f3849.htseq.counts.gz","TCGA-44-6147-11A-01R-1858-07"
"f290cd17-7e92-4c27-be1d-ebf2b7bf8c17.htseq.counts.gz","f290cd17-7e92-4c27-be1d-ebf2b7bf8c17.htseq.counts.gz","TCGA-55-7227-01A-11R-2039-07"
"abf27f2d-63a4-4903-b17c-51d428d8ba96.htseq.counts.gz","abf27f2d-63a4-4903-b17c-51d428d8ba96.htseq.counts.gz","TCGA-49-AARN-01A-21R-A41B-07"
"3be615b7-aa41-47c4-852d-a5423cd03188.htseq.counts.gz","3be615b7-aa41-47c4-852d-a5423cd03188.htseq.counts.gz","TCGA-55-1596-01A-01R-0946-07"
"c58c1851-be04-4875-96ff-2833bb6af91c.htseq.counts.gz","c58c1851-be04-4875-96ff-2833bb6af91c.htseq.counts.gz","TCGA-44-5645-01A-01R-1628-07"
"0ea05ccb-3752-491c-acc2-ee397fef52da.htseq.counts.gz","0ea05ccb-3752-491c-acc2-ee397fef52da.htseq.counts.gz","TCGA-4B-A93V-01A-11R-A39D-07"
"b32ed1d3-c9f1-42c7-ad2a-32794591a839.htseq.counts.gz","b32ed1d3-c9f1-42c7-ad2a-32794591a839.htseq.counts.gz","TCGA-L9-A7SV-01A-11R-A39D-07"
"fddb387d-716e-48ca-9e99-483564c5384b.htseq.counts.gz","fddb387d-716e-48ca-9e99-483564c5384b.htseq.counts.gz","TCGA-75-7031-01A-11R-1949-07"
"53424807-1674-4d2c-9d76-dd907f6a8ad3.htseq.counts.gz","53424807-1674-4d2c-9d76-dd907f6a8ad3.htseq.counts.gz","TCGA-MP-A4TK-01A-11R-A24X-07"
"8c64308a-d5ee-462e-962a-9cb83acd43d6.htseq.counts.gz","8c64308a-d5ee-462e-962a-9cb83acd43d6.htseq.counts.gz","TCGA-95-A4VK-01A-11R-A262-07"
