"","filesName","TCGA_Barcode"
"3532ec0a-2563-420a-b71c-3dcc632ef477.htseq.counts.gz","3532ec0a-2563-420a-b71c-3dcc632ef477.htseq.counts.gz","TCGA-44-A479-01A-31R-A24H-07"
"ae538e05-955a-4e79-b42d-85ae4fdb50c4.htseq.counts.gz","ae538e05-955a-4e79-b42d-85ae4fdb50c4.htseq.counts.gz","TCGA-44-2655-11A-01R-1758-07"
"fd917385-0e99-45cc-91a2-f6bd48c8019d.htseq.counts.gz","fd917385-0e99-45cc-91a2-f6bd48c8019d.htseq.counts.gz","TCGA-50-5072-01A-21R-1858-07"
"a059cf08-5046-4a79-a82f-c07da2955035.htseq.counts.gz","a059cf08-5046-4a79-a82f-c07da2955035.htseq.counts.gz","TCGA-91-A4BD-01A-11R-A24H-07"
"7b3fca6d-8886-46b4-99fa-cc87e6790c9f.htseq.counts.gz","7b3fca6d-8886-46b4-99fa-cc87e6790c9f.htseq.counts.gz","TCGA-49-AARE-01A-11R-A41B-07"
"60be1c92-8f57-45b0-adc8-eb2f2d0e3805.htseq.counts.gz","60be1c92-8f57-45b0-adc8-eb2f2d0e3805.htseq.counts.gz","TCGA-97-8175-01A-11R-2287-07"
"0b07a88f-e7c7-4fcc-8b95-6a7674c436cc.htseq.counts.gz","0b07a88f-e7c7-4fcc-8b95-6a7674c436cc.htseq.counts.gz","TCGA-44-5645-01A-01R-A278-07"
"01fc4b6a-e68d-4a6f-b472-75d1620f4172.htseq.counts.gz","01fc4b6a-e68d-4a6f-b472-75d1620f4172.htseq.counts.gz","TCGA-91-A4BC-01A-11R-A24H-07"
"5d420937-4d97-4f04-9ce9-754054261d97.htseq.counts.gz","5d420937-4d97-4f04-9ce9-754054261d97.htseq.counts.gz","TCGA-71-6725-01A-11R-1858-07"
"17b2f230-8729-4609-8993-8df3fb3df994.htseq.counts.gz","17b2f230-8729-4609-8993-8df3fb3df994.htseq.counts.gz","TCGA-55-A494-01A-11R-A24X-07"
"959e98c8-c279-4178-acc2-0bb0c42ed5c2.htseq.counts.gz","959e98c8-c279-4178-acc2-0bb0c42ed5c2.htseq.counts.gz","TCGA-05-5715-01A-01R-1628-07"
"8c9a74f3-0562-4d9d-a0e6-27a151d5a534.htseq.counts.gz","8c9a74f3-0562-4d9d-a0e6-27a151d5a534.htseq.counts.gz","TCGA-49-AARO-01A-12R-A41B-07"
"76b6b60a-1e99-455c-a531-726d43773d70.htseq.counts.gz","76b6b60a-1e99-455c-a531-726d43773d70.htseq.counts.gz","TCGA-55-8208-01A-11R-2241-07"
"c5ed8e4f-a283-4605-88de-cadcac24d134.htseq.counts.gz","c5ed8e4f-a283-4605-88de-cadcac24d134.htseq.counts.gz","TCGA-55-7281-01A-11R-2039-07"
"e750282f-7315-46bb-9911-5bdac74fb1eb.htseq.counts.gz","e750282f-7315-46bb-9911-5bdac74fb1eb.htseq.counts.gz","TCGA-91-6829-01A-21R-1858-07"
"9d7486ce-efb9-413f-80b1-e47971625875.htseq.counts.gz","9d7486ce-efb9-413f-80b1-e47971625875.htseq.counts.gz","TCGA-38-4632-11A-01R-1755-07"
"ce69433a-55bd-4160-b1fa-85178fe0fce4.htseq.counts.gz","ce69433a-55bd-4160-b1fa-85178fe0fce4.htseq.counts.gz","TCGA-44-4112-01A-01R-1107-07"
"daefaee3-eb0e-4cf8-8807-f544128345e7.htseq.counts.gz","daefaee3-eb0e-4cf8-8807-f544128345e7.htseq.counts.gz","TCGA-44-7669-01A-21R-2066-07"
"47caf079-95ad-4c12-b8cf-fb333f72900d.htseq.counts.gz","47caf079-95ad-4c12-b8cf-fb333f72900d.htseq.counts.gz","TCGA-50-5068-01A-01R-1628-07"
"f1382ff6-7c8b-466e-b6fd-bb120c7031b1.htseq.counts.gz","f1382ff6-7c8b-466e-b6fd-bb120c7031b1.htseq.counts.gz","TCGA-38-4629-01A-02R-1206-07"
"96a02b1f-421c-40ee-8551-2b2f18709bcf.htseq.counts.gz","96a02b1f-421c-40ee-8551-2b2f18709bcf.htseq.counts.gz","TCGA-50-6590-01A-12R-1858-07"
"9c62a984-f89a-4838-af13-786468b293c1.htseq.counts.gz","9c62a984-f89a-4838-af13-786468b293c1.htseq.counts.gz","TCGA-44-6145-01A-11R-1755-07"
"11180707-ca2c-4933-bb99-df496bffcafb.htseq.counts.gz","11180707-ca2c-4933-bb99-df496bffcafb.htseq.counts.gz","TCGA-55-6969-11A-01R-1949-07"
"19f441a5-6db0-4ea3-8241-728b5e3fb86a.htseq.counts.gz","19f441a5-6db0-4ea3-8241-728b5e3fb86a.htseq.counts.gz","TCGA-69-8254-01A-11R-2287-07"
"f1af55bb-21e4-473b-ad35-906fdc6a7cf5.htseq.counts.gz","f1af55bb-21e4-473b-ad35-906fdc6a7cf5.htseq.counts.gz","TCGA-49-4506-01A-01R-1206-07"
"57b11e5d-265e-4f18-bfca-6f3eae207551.htseq.counts.gz","57b11e5d-265e-4f18-bfca-6f3eae207551.htseq.counts.gz","TCGA-86-8673-01A-11R-2403-07"
"34dfd211-d264-4904-b595-a50b36f15c36.htseq.counts.gz","34dfd211-d264-4904-b595-a50b36f15c36.htseq.counts.gz","TCGA-91-6831-01A-11R-1858-07"
"22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.htseq.counts.gz","22c44a19-4cbb-4950-acf5-8d23a3fcb0a7.htseq.counts.gz","TCGA-86-6851-01A-11R-1949-07"
"3d936a71-67c1-4173-82a4-12a667bcf3e9.htseq.counts.gz","3d936a71-67c1-4173-82a4-12a667bcf3e9.htseq.counts.gz","TCGA-55-6979-01A-11R-1949-07"
"ba4cd1d6-7233-400e-9b74-11c0561193bf.htseq.counts.gz","ba4cd1d6-7233-400e-9b74-11c0561193bf.htseq.counts.gz","TCGA-50-5930-11A-01R-1755-07"
"ac6fccd6-d05f-40c7-9afe-82fa33ce919a.htseq.counts.gz","ac6fccd6-d05f-40c7-9afe-82fa33ce919a.htseq.counts.gz","TCGA-64-1676-01A-01R-0946-07"
"378bba31-bcf1-49a1-b1ff-e14278f7054c.htseq.counts.gz","378bba31-bcf1-49a1-b1ff-e14278f7054c.htseq.counts.gz","TCGA-69-7980-01A-11R-2187-07"
"bdd19fdc-232a-4d2a-9574-91eaf87d9abf.htseq.counts.gz","bdd19fdc-232a-4d2a-9574-91eaf87d9abf.htseq.counts.gz","TCGA-55-8204-01A-11R-2241-07"
"0549c0d2-137d-4de8-8578-f043523b56c1.htseq.counts.gz","0549c0d2-137d-4de8-8578-f043523b56c1.htseq.counts.gz","TCGA-55-8614-01A-11R-2403-07"
"f0051b3a-479d-4410-ab85-270618818492.htseq.counts.gz","f0051b3a-479d-4410-ab85-270618818492.htseq.counts.gz","TCGA-64-5781-01A-01R-1628-07"
"12e07df9-d348-41de-9b87-9da18df6934b.htseq.counts.gz","12e07df9-d348-41de-9b87-9da18df6934b.htseq.counts.gz","TCGA-38-4627-01A-01R-1206-07"
"2c90459c-9341-4555-bf34-0d6c179751f2.htseq.counts.gz","2c90459c-9341-4555-bf34-0d6c179751f2.htseq.counts.gz","TCGA-95-7944-01A-11R-2187-07"
"7f147a1b-4ca6-481b-a79d-be653bbff528.htseq.counts.gz","7f147a1b-4ca6-481b-a79d-be653bbff528.htseq.counts.gz","TCGA-64-1679-01A-21R-2066-07"
"3ce57f19-ef4b-4bb9-8530-eb0752975f4b.htseq.counts.gz","3ce57f19-ef4b-4bb9-8530-eb0752975f4b.htseq.counts.gz","TCGA-50-5066-01A-01R-1628-07"
"dfb56742-389a-4c33-992e-8b3014c882e0.htseq.counts.gz","dfb56742-389a-4c33-992e-8b3014c882e0.htseq.counts.gz","TCGA-44-6776-11A-01R-1858-07"
"397e302e-393e-4f54-b360-fcffe394271e.htseq.counts.gz","397e302e-393e-4f54-b360-fcffe394271e.htseq.counts.gz","TCGA-78-7166-01A-12R-2066-07"
"708a03d3-8774-4c63-a04e-c4d3d85fd4ec.htseq.counts.gz","708a03d3-8774-4c63-a04e-c4d3d85fd4ec.htseq.counts.gz","TCGA-38-4630-01A-01R-1206-07"
"fee154e0-ff94-402d-91e3-6c3d458bee00.htseq.counts.gz","fee154e0-ff94-402d-91e3-6c3d458bee00.htseq.counts.gz","TCGA-S2-AA1A-01A-12R-A39D-07"
"69918dce-8729-48a2-8294-a8b6b72c02e7.htseq.counts.gz","69918dce-8729-48a2-8294-a8b6b72c02e7.htseq.counts.gz","TCGA-49-4514-01A-21R-1858-07"
"653ffc71-52ca-473e-8ce4-c934932baa8c.htseq.counts.gz","653ffc71-52ca-473e-8ce4-c934932baa8c.htseq.counts.gz","TCGA-49-4488-01A-01R-1755-07"
"04b28f00-f45e-422b-aadc-32039ef6b63d.htseq.counts.gz","04b28f00-f45e-422b-aadc-32039ef6b63d.htseq.counts.gz","TCGA-75-6206-01A-11R-1755-07"
"d0918436-f01a-49c3-afba-5c29f4076f6c.htseq.counts.gz","d0918436-f01a-49c3-afba-5c29f4076f6c.htseq.counts.gz","TCGA-73-4670-01A-01R-1206-07"
"20a96363-a968-445a-bd9a-96b27e403516.htseq.counts.gz","20a96363-a968-445a-bd9a-96b27e403516.htseq.counts.gz","TCGA-64-1680-01A-02R-0946-07"
"783a2365-c4a2-4db4-ab14-d52e603d8230.htseq.counts.gz","783a2365-c4a2-4db4-ab14-d52e603d8230.htseq.counts.gz","TCGA-44-2662-11A-01R-1758-07"
"e9889edc-cfbf-4213-9629-fde30511bd63.htseq.counts.gz","e9889edc-cfbf-4213-9629-fde30511bd63.htseq.counts.gz","TCGA-73-7498-01A-12R-2187-07"
"05028ec2-a686-4965-8351-e70c6537091a.htseq.counts.gz","05028ec2-a686-4965-8351-e70c6537091a.htseq.counts.gz","TCGA-38-4626-01A-01R-1206-07"
"e2e299f4-252f-4405-8245-2eb707337c26.htseq.counts.gz","e2e299f4-252f-4405-8245-2eb707337c26.htseq.counts.gz","TCGA-55-6968-11A-01R-1949-07"
"6188f79f-599d-45ff-802f-d1ee94b97b22.htseq.counts.gz","6188f79f-599d-45ff-802f-d1ee94b97b22.htseq.counts.gz","TCGA-NJ-A4YQ-01A-11R-A262-07"
"15ba502e-9015-4666-9fb2-046692b22322.htseq.counts.gz","15ba502e-9015-4666-9fb2-046692b22322.htseq.counts.gz","TCGA-MP-A4SW-01A-21R-A24X-07"
"4dc43045-bf76-47df-a7d1-1cdfeed6b471.htseq.counts.gz","4dc43045-bf76-47df-a7d1-1cdfeed6b471.htseq.counts.gz","TCGA-86-8672-01A-21R-2403-07"
"372ab2b4-31f7-4e79-962e-ce2b4a385c12.htseq.counts.gz","372ab2b4-31f7-4e79-962e-ce2b4a385c12.htseq.counts.gz","TCGA-44-6147-01B-06R-A277-07"
"20870a8f-9d0a-41a0-90b6-f0f51a03e3e5.htseq.counts.gz","20870a8f-9d0a-41a0-90b6-f0f51a03e3e5.htseq.counts.gz","TCGA-78-7163-01A-12R-2066-07"
"f4a1e772-2a5e-4c0a-803a-1bdb2b376a47.htseq.counts.gz","f4a1e772-2a5e-4c0a-803a-1bdb2b376a47.htseq.counts.gz","TCGA-55-6971-11A-01R-1949-07"
"21e82bf2-237f-4f8f-86d0-aaf2ea5c4729.htseq.counts.gz","21e82bf2-237f-4f8f-86d0-aaf2ea5c4729.htseq.counts.gz","TCGA-44-3918-01A-01R-1107-07"
"d726987a-4c0d-47bd-ac66-fc1d1172fa95.htseq.counts.gz","d726987a-4c0d-47bd-ac66-fc1d1172fa95.htseq.counts.gz","TCGA-86-8074-01A-11R-2241-07"
"41059154-b4e8-4b61-9600-8b19262ccab0.htseq.counts.gz","41059154-b4e8-4b61-9600-8b19262ccab0.htseq.counts.gz","TCGA-44-8117-01A-11R-2241-07"
"c03b9756-2611-404f-ba89-79e7143381bb.htseq.counts.gz","c03b9756-2611-404f-ba89-79e7143381bb.htseq.counts.gz","TCGA-50-6597-01A-11R-1858-07"
"d3771f3a-ebc8-4ed6-97f9-6d6003d8470a.htseq.counts.gz","d3771f3a-ebc8-4ed6-97f9-6d6003d8470a.htseq.counts.gz","TCGA-38-4627-11A-01R-1758-07"
"12f480e2-870d-4812-b5e1-b65ab4abf568.htseq.counts.gz","12f480e2-870d-4812-b5e1-b65ab4abf568.htseq.counts.gz","TCGA-50-8459-01A-11R-2326-07"
"c1ed5a99-73d9-443d-a32e-222705cb6a3a.htseq.counts.gz","c1ed5a99-73d9-443d-a32e-222705cb6a3a.htseq.counts.gz","TCGA-NJ-A55R-01A-11R-A262-07"
"c8fb3217-2cc9-47c0-84b6-b666c07624e6.htseq.counts.gz","c8fb3217-2cc9-47c0-84b6-b666c07624e6.htseq.counts.gz","TCGA-49-4510-01A-01R-1206-07"
"47b14505-ca81-4d39-8eca-0cb773f8934e.htseq.counts.gz","47b14505-ca81-4d39-8eca-0cb773f8934e.htseq.counts.gz","TCGA-38-4628-01A-01R-1206-07"
"dc0ce32f-d5aa-489f-ba4b-e01443815121.htseq.counts.gz","dc0ce32f-d5aa-489f-ba4b-e01443815121.htseq.counts.gz","TCGA-75-6212-01A-11R-1755-07"
"23894b02-d2b5-4a15-a11f-cf81d9d97f53.htseq.counts.gz","23894b02-d2b5-4a15-a11f-cf81d9d97f53.htseq.counts.gz","TCGA-55-6975-01A-11R-1949-07"
"989ceb12-2999-420a-a5b6-608012c1ef83.htseq.counts.gz","989ceb12-2999-420a-a5b6-608012c1ef83.htseq.counts.gz","TCGA-38-7271-01A-11R-2039-07"
"5b1d889e-c40d-4f58-a4b3-9e9eb0835e86.htseq.counts.gz","5b1d889e-c40d-4f58-a4b3-9e9eb0835e86.htseq.counts.gz","TCGA-78-7535-01A-11R-2066-07"
"26f78840-eb78-436e-aa49-0ffce733f70c.htseq.counts.gz","26f78840-eb78-436e-aa49-0ffce733f70c.htseq.counts.gz","TCGA-44-7667-01A-31R-2066-07"
"65bd36a3-b961-49ef-a73c-7f347a918393.htseq.counts.gz","65bd36a3-b961-49ef-a73c-7f347a918393.htseq.counts.gz","TCGA-97-8174-01A-11R-2287-07"
"16c42b24-fcaf-43e2-8f52-d7488f82257b.htseq.counts.gz","16c42b24-fcaf-43e2-8f52-d7488f82257b.htseq.counts.gz","TCGA-91-6849-01A-11R-1949-07"
"4ba3508e-981b-46e4-a575-4f1d72015a7c.htseq.counts.gz","4ba3508e-981b-46e4-a575-4f1d72015a7c.htseq.counts.gz","TCGA-69-7979-01A-11R-2187-07"
"6095fc44-4542-4435-8e6b-dba09b3f7f92.htseq.counts.gz","6095fc44-4542-4435-8e6b-dba09b3f7f92.htseq.counts.gz","TCGA-97-7552-01A-11R-2039-07"
"ed82f112-4b2e-416b-89f3-9c408f0f022a.htseq.counts.gz","ed82f112-4b2e-416b-89f3-9c408f0f022a.htseq.counts.gz","TCGA-55-1592-01A-01R-0946-07"
"43b969ef-d7cb-4c8d-b6de-fdfa48b8edff.htseq.counts.gz","43b969ef-d7cb-4c8d-b6de-fdfa48b8edff.htseq.counts.gz","TCGA-73-A9RS-01A-11R-A41B-07"
"3107533c-054e-463c-b2bc-73ba71ed133a.htseq.counts.gz","3107533c-054e-463c-b2bc-73ba71ed133a.htseq.counts.gz","TCGA-55-6985-01A-11R-1949-07"
"7eea1b88-308c-4d1d-9a94-fc102940c58e.htseq.counts.gz","7eea1b88-308c-4d1d-9a94-fc102940c58e.htseq.counts.gz","TCGA-50-6591-01A-11R-1755-07"
"3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.htseq.counts.gz","3b1e8e56-f2a3-4a3f-8f99-ba8a8f33152c.htseq.counts.gz","TCGA-49-4494-01A-01R-1206-07"
"d4a55f22-e655-4c8a-bb7f-a1a35eb5e43f.htseq.counts.gz","d4a55f22-e655-4c8a-bb7f-a1a35eb5e43f.htseq.counts.gz","TCGA-73-4666-01A-01R-1206-07"
"031c7bbf-4088-400e-9ff9-036417c0091a.htseq.counts.gz","031c7bbf-4088-400e-9ff9-036417c0091a.htseq.counts.gz","TCGA-64-1681-01A-11R-2066-07"
"a2e1b373-9085-4f03-8238-c428d229624f.htseq.counts.gz","a2e1b373-9085-4f03-8238-c428d229624f.htseq.counts.gz","TCGA-44-6144-11A-01R-1755-07"
"23e87533-2220-4b0d-b3e2-43707cb25858.htseq.counts.gz","23e87533-2220-4b0d-b3e2-43707cb25858.htseq.counts.gz","TCGA-67-6216-01A-11R-1755-07"
"78a560b2-9ce7-43c9-9d77-dac465e13a0c.htseq.counts.gz","78a560b2-9ce7-43c9-9d77-dac465e13a0c.htseq.counts.gz","TCGA-75-7030-01A-11R-1949-07"
"6ac1dbcf-93f8-4057-9220-201efde2e705.htseq.counts.gz","6ac1dbcf-93f8-4057-9220-201efde2e705.htseq.counts.gz","TCGA-L9-A743-01A-43R-A39D-07"
"dd5e64ab-9ed8-4259-9d68-598853fa41f4.htseq.counts.gz","dd5e64ab-9ed8-4259-9d68-598853fa41f4.htseq.counts.gz","TCGA-44-6778-01A-11R-1858-07"
"6581cbc8-465e-4c0e-bac7-bdffefec92eb.htseq.counts.gz","6581cbc8-465e-4c0e-bac7-bdffefec92eb.htseq.counts.gz","TCGA-MN-A4N5-01A-11R-A24X-07"
"1866d49b-28fb-430d-a699-2e5033d0d74f.htseq.counts.gz","1866d49b-28fb-430d-a699-2e5033d0d74f.htseq.counts.gz","TCGA-50-5045-01A-01R-1628-07"
"f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.htseq.counts.gz","f5abf3ae-a7bd-4606-bd9a-2633a82eb65c.htseq.counts.gz","TCGA-50-7109-01A-11R-2039-07"
"944c109e-c6eb-4073-bac9-541585602d59.htseq.counts.gz","944c109e-c6eb-4073-bac9-541585602d59.htseq.counts.gz","TCGA-75-7027-01A-11R-1949-07"
"cd1665ab-4599-49b1-9d3d-b106dfbf8bcc.htseq.counts.gz","cd1665ab-4599-49b1-9d3d-b106dfbf8bcc.htseq.counts.gz","TCGA-44-6145-11A-01R-1858-07"
"524d2e99-0526-426f-873d-ea65e27b18a0.htseq.counts.gz","524d2e99-0526-426f-873d-ea65e27b18a0.htseq.counts.gz","TCGA-44-2666-01A-01R-0946-07"
"a32bbdca-c79c-49b9-bac7-8b442e4b47e0.htseq.counts.gz","a32bbdca-c79c-49b9-bac7-8b442e4b47e0.htseq.counts.gz","TCGA-55-6978-11A-01R-1949-07"
"abc09f7c-a791-4b91-9efa-b6d716811004.htseq.counts.gz","abc09f7c-a791-4b91-9efa-b6d716811004.htseq.counts.gz","TCGA-55-6983-01A-11R-1949-07"
"1477e0a8-d5fb-4572-8caa-c6f2d1786402.htseq.counts.gz","1477e0a8-d5fb-4572-8caa-c6f2d1786402.htseq.counts.gz","TCGA-44-3919-01A-02R-1107-07"
"06acacc3-9eb0-4bd9-ad1c-0811eaf3b0da.htseq.counts.gz","06acacc3-9eb0-4bd9-ad1c-0811eaf3b0da.htseq.counts.gz","TCGA-MP-A4TA-01A-21R-A24X-07"
"87d1452e-8ec6-4c75-a03b-361738c728c0.htseq.counts.gz","87d1452e-8ec6-4c75-a03b-361738c728c0.htseq.counts.gz","TCGA-05-4396-01A-21R-1858-07"
"1a0ba473-dd46-4a74-af37-784643492999.htseq.counts.gz","1a0ba473-dd46-4a74-af37-784643492999.htseq.counts.gz","TCGA-78-7542-01A-21R-2066-07"
"5c678d4a-febe-4ae5-ac68-8372f5f928dd.htseq.counts.gz","5c678d4a-febe-4ae5-ac68-8372f5f928dd.htseq.counts.gz","TCGA-55-8512-01A-11R-2403-07"
"e38ee2d6-eaad-4d39-a7f3-951b1532c9e5.htseq.counts.gz","e38ee2d6-eaad-4d39-a7f3-951b1532c9e5.htseq.counts.gz","TCGA-99-8028-01A-11R-2241-07"
"62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.htseq.counts.gz","62bb3d7c-bcfc-4475-b21a-c5f76e90c06a.htseq.counts.gz","TCGA-35-4122-01A-01R-1107-07"
"b2ca49c5-527d-43e0-8280-6fe8ff7b3738.htseq.counts.gz","b2ca49c5-527d-43e0-8280-6fe8ff7b3738.htseq.counts.gz","TCGA-91-6828-11A-01R-1858-07"
"06b1bbf5-07e5-4a03-aea1-f7203bab2572.htseq.counts.gz","06b1bbf5-07e5-4a03-aea1-f7203bab2572.htseq.counts.gz","TCGA-55-A4DG-01A-11R-A24H-07"
"29c5dc54-3809-4dc0-b2a1-410c4fd8acf8.htseq.counts.gz","29c5dc54-3809-4dc0-b2a1-410c4fd8acf8.htseq.counts.gz","TCGA-62-8399-01A-21R-2326-07"
"b8181936-6f76-4eec-a57a-92c4cea4f34f.htseq.counts.gz","b8181936-6f76-4eec-a57a-92c4cea4f34f.htseq.counts.gz","TCGA-50-5932-01A-11R-1755-07"
"3f2012b6-8d85-4666-b73e-64cf2c0946fa.htseq.counts.gz","3f2012b6-8d85-4666-b73e-64cf2c0946fa.htseq.counts.gz","TCGA-86-8280-01A-11R-2287-07"
"ef34e0ee-46f0-4a81-b800-dd50cc2266a1.htseq.counts.gz","ef34e0ee-46f0-4a81-b800-dd50cc2266a1.htseq.counts.gz","TCGA-55-8094-01A-11R-2241-07"
"5238d39b-b3f9-4beb-a24d-c1f712fb520a.htseq.counts.gz","5238d39b-b3f9-4beb-a24d-c1f712fb520a.htseq.counts.gz","TCGA-50-5946-02A-11R-2090-07"
"2ce7edaf-0a05-444a-ba19-a26ee1b74513.htseq.counts.gz","2ce7edaf-0a05-444a-ba19-a26ee1b74513.htseq.counts.gz","TCGA-44-2659-01A-01R-0946-07"
"8df93787-af1e-4b07-afa1-f910eda02a1c.htseq.counts.gz","8df93787-af1e-4b07-afa1-f910eda02a1c.htseq.counts.gz","TCGA-O1-A52J-01A-11R-A262-07"
"1742f583-99dd-46ba-9df2-b47d9cb1c3f9.htseq.counts.gz","1742f583-99dd-46ba-9df2-b47d9cb1c3f9.htseq.counts.gz","TCGA-95-7039-01A-11R-1949-07"
"5260addc-0596-42c0-85c6-b74744db9cda.htseq.counts.gz","5260addc-0596-42c0-85c6-b74744db9cda.htseq.counts.gz","TCGA-44-6146-01B-04R-A277-07"
"0b000450-72a5-4d9b-a22b-fba79f04eb1a.htseq.counts.gz","0b000450-72a5-4d9b-a22b-fba79f04eb1a.htseq.counts.gz","TCGA-93-A4JP-01A-11R-A24X-07"
"f822471e-0d7d-4bad-a42a-79dce03c366f.htseq.counts.gz","f822471e-0d7d-4bad-a42a-79dce03c366f.htseq.counts.gz","TCGA-55-A492-01A-11R-A24H-07"
"5161838c-0899-45da-9fdf-2e44a3b402db.htseq.counts.gz","5161838c-0899-45da-9fdf-2e44a3b402db.htseq.counts.gz","TCGA-97-A4M7-01A-11R-A24X-07"
"96717cca-f561-43ee-8fac-74c9aa43c202.htseq.counts.gz","96717cca-f561-43ee-8fac-74c9aa43c202.htseq.counts.gz","TCGA-55-7576-01A-11R-2066-07"
"64d2208f-1ad7-4209-8744-9eee55186fe3.htseq.counts.gz","64d2208f-1ad7-4209-8744-9eee55186fe3.htseq.counts.gz","TCGA-55-6987-01A-11R-1949-07"
"4f2b6b76-3a34-4cb6-9ec3-e343171ff2c2.htseq.counts.gz","4f2b6b76-3a34-4cb6-9ec3-e343171ff2c2.htseq.counts.gz","TCGA-86-8668-01A-11R-2403-07"
"08c068ff-d5a6-468e-a9dc-3a5ff708ebef.htseq.counts.gz","08c068ff-d5a6-468e-a9dc-3a5ff708ebef.htseq.counts.gz","TCGA-55-8510-01A-11R-2403-07"
"cc54e123-c06a-48a8-b864-7497ecb37c0b.htseq.counts.gz","cc54e123-c06a-48a8-b864-7497ecb37c0b.htseq.counts.gz","TCGA-44-A47G-01A-21R-A24H-07"
"6fdbffc8-dac1-4a98-9912-9084b2ce3f28.htseq.counts.gz","6fdbffc8-dac1-4a98-9912-9084b2ce3f28.htseq.counts.gz","TCGA-78-7633-01A-11R-2066-07"
"fe232ef7-4d50-4dfc-bea1-6b6a7a3e4135.htseq.counts.gz","fe232ef7-4d50-4dfc-bea1-6b6a7a3e4135.htseq.counts.gz","TCGA-49-AAR4-01A-12R-A41B-07"
"ebe06b50-91d3-4a79-bc8f-6564742c1652.htseq.counts.gz","ebe06b50-91d3-4a79-bc8f-6564742c1652.htseq.counts.gz","TCGA-49-AARR-01A-11R-A41B-07"
"065e9b25-d6d0-41c5-b010-e25cfbf0bc9f.htseq.counts.gz","065e9b25-d6d0-41c5-b010-e25cfbf0bc9f.htseq.counts.gz","TCGA-62-8395-01A-11R-2326-07"
"dc724482-dc82-41e0-9f01-3451e5be2ae8.htseq.counts.gz","dc724482-dc82-41e0-9f01-3451e5be2ae8.htseq.counts.gz","TCGA-44-6146-01A-11R-1755-07"
"cfd41bd1-a69c-470a-be0a-885732277544.htseq.counts.gz","cfd41bd1-a69c-470a-be0a-885732277544.htseq.counts.gz","TCGA-86-6562-01A-11R-1755-07"
"5b84c002-9ca2-4188-bf22-1e0994dd3978.htseq.counts.gz","5b84c002-9ca2-4188-bf22-1e0994dd3978.htseq.counts.gz","TCGA-44-6777-01A-11R-1858-07"
"2d0ce6d3-9a09-46ba-9c91-bd4f3764e490.htseq.counts.gz","2d0ce6d3-9a09-46ba-9c91-bd4f3764e490.htseq.counts.gz","TCGA-73-4676-01A-01R-1755-07"
"3a360c80-e06f-4e38-a29d-3e4514047b76.htseq.counts.gz","3a360c80-e06f-4e38-a29d-3e4514047b76.htseq.counts.gz","TCGA-91-8499-01A-11R-2403-07"
"0392d81c-c15f-45aa-b6d7-ab85823a92a2.htseq.counts.gz","0392d81c-c15f-45aa-b6d7-ab85823a92a2.htseq.counts.gz","TCGA-69-7974-01A-11R-2187-07"
"d751b729-f6cf-4fdf-b55d-f82830f0b26c.htseq.counts.gz","d751b729-f6cf-4fdf-b55d-f82830f0b26c.htseq.counts.gz","TCGA-44-6774-01A-21R-1858-07"
"6011bac0-a278-42b4-bfd9-97f1b618926e.htseq.counts.gz","6011bac0-a278-42b4-bfd9-97f1b618926e.htseq.counts.gz","TCGA-49-AARQ-01A-11R-A41B-07"
"ef9244df-399a-4646-b777-a25766835c8d.htseq.counts.gz","ef9244df-399a-4646-b777-a25766835c8d.htseq.counts.gz","TCGA-91-6836-11A-01R-1858-07"
"b20e7824-c90e-464c-9f17-d138e84ca8e7.htseq.counts.gz","b20e7824-c90e-464c-9f17-d138e84ca8e7.htseq.counts.gz","TCGA-86-7711-01A-11R-2066-07"
"508976fe-e7a9-4743-a098-2fb0cbe32f8d.htseq.counts.gz","508976fe-e7a9-4743-a098-2fb0cbe32f8d.htseq.counts.gz","TCGA-49-6767-01A-11R-1858-07"
"6095b94e-2101-4128-ae51-f0c77daf7811.htseq.counts.gz","6095b94e-2101-4128-ae51-f0c77daf7811.htseq.counts.gz","TCGA-50-5044-01A-21R-1858-07"
"95167b79-f563-461e-81dd-a7143cfafe0d.htseq.counts.gz","95167b79-f563-461e-81dd-a7143cfafe0d.htseq.counts.gz","TCGA-75-6211-01A-11R-1755-07"
"0cd5fbf1-9e0f-4017-9e26-93ff0828c169.htseq.counts.gz","0cd5fbf1-9e0f-4017-9e26-93ff0828c169.htseq.counts.gz","TCGA-44-2656-01A-02R-A278-07"
"f561e8fc-3ed9-4d8f-be9f-800966251738.htseq.counts.gz","f561e8fc-3ed9-4d8f-be9f-800966251738.htseq.counts.gz","TCGA-86-8076-01A-31R-2241-07"
"d1757d87-4920-473b-8586-24192541cb02.htseq.counts.gz","d1757d87-4920-473b-8586-24192541cb02.htseq.counts.gz","TCGA-05-4433-01A-22R-1858-07"
"186b83bd-ec3f-42b4-ba91-d86c9618d5e3.htseq.counts.gz","186b83bd-ec3f-42b4-ba91-d86c9618d5e3.htseq.counts.gz","TCGA-97-A4M2-01A-12R-A24X-07"
